ID;Title;Description;Vendor;Type;Tags;Price
rhinestone-cleo-headpiece-953015681;Rhinestone Cleo Headpiece;"<ul class=""tabNav"">
<!-- ENTER TABS NAMES BELLOW -->
<li><a href=""#tab-1"">Product Description</a></li>
<li><a href=""#tab-2"">Shipping</a></li>
<li><a href=""#tab-3"">Care</a></li>
</ul>
<div id=""tab-1"">
<p>Marrying comfort and glamour, this headpiece features sparkling glass crystals in a deco style setting. Born when KP set out to design the perfect headpiece,  this piece stays put for hours and works well for most hair types. Attaches in the hair with an expertly hidden metal comb underneath the center front chain. One size fits all. </p>
</div>
<div id=""tab-2"">Free Shipping within the USA: No matter where you are sending your order, we also offer express shipping across the globe. <a href="""" target=""_blank"" title=""Shipping and Delivery"" rel=""noopener noreferrer"">Shipping Details.</a> <!-- END SECOND TAB CONTENT -->
</div>
<br>
<div id=""tab-3"">
<!-- THIRD TAB CONTENT BELLOW --> Polish with a dry cloth after each wear. Store in a dry place away from lotions and liquids. <!-- END THIRD TAB CONTENT -->
</div>";Cyan Ismene;Haircare;Clothing, Forehead, Hair, Hair accessory, Hairstyle, Headpiece;48.18
rhinestone-cleo-headpiece-953015681;;;;;;48.18
rhinestone-cleo-headpiece-953015681;;;;;;48.18
rhinestone-cleo-headpiece-953015681;;;;;;48.18
rhinestone-cleo-headpiece-953015681;;;;;;
rhinestone-cleo-headpiece-953015681;;;;;;
rhinestone-cleo-headpiece-953015681;;;;;;
rhinestone-cleo-headpiece-953015681;;;;;;
rhinestone-cleo-headpiece-953015681;;;;;;
rhinestone-cleo-headpiece-953015681;;;;;;
organic-bug-spray-bug-repellant-100880587;Organic Bug Spray Bug Repellant;"<p><meta charset=""utf-8""></p><div class=""product-single__description rte"" itemprop=""description"" style=""box-sizing: border-box; margin: 30px 0px; color: rgb(51, 51, 51); font-family: Electra, serif; font-size: 15px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: rgb(255, 255, 255); text-decoration-style: initial; text-decoration-color: initial;"">This completely natural bug spray is perfect for those nighttime hikes in mosquito season. Made with a base of Organic Witch Hazel and essential oils, this light mist is great for kids and adults alike. This The Citronella oil keeps mosquitoes and black flies away, the organic Lavender oil keeps away black flies and head lice and the Sweet Orange oil keeps away fleas. You'll be covered from all those nasty !<br style=""box-sizing: border-box;""><br style=""box-sizing: border-box;"">Shake well before use. Spray as needed on exposed areas to keep away mosquitoes, black flies, fleas, ticks, and lice. Avoid spraying directly on the face. Use as needed. Bug Off! is all-natural and safe for the whole family. Deet and chemical-free to protect you and your family naturally!<br style=""box-sizing: border-box;""><br style=""box-sizing: border-box;"">Not recommended for children under 2.<br style=""box-sizing: border-box;""><br style=""box-sizing: border-box;"">Ingredients: Witch Hazel*, Citronella Oil*, Lavender Oil*, Sweet Orange Oil*<br style=""box-sizing: border-box;"">*Indicates Certified Organic<br style=""box-sizing: border-box;""><br style=""box-sizing: border-box;"">Other Info:<br style=""box-sizing: border-box;""><br style=""box-sizing: border-box;"">Organic<br style=""box-sizing: border-box;""><br style=""box-sizing: border-box;"">Completely cruelty-free<br style=""box-sizing: border-box;""><br style=""box-sizing: border-box;"">No sulfates, phthalates or parabens…ever<br style=""box-sizing: border-box;""><br style=""box-sizing: border-box;"">No synthetic dyes or fragrances<br style=""box-sizing: border-box;""><br style=""box-sizing: border-box;"">Completely all-natural and safe<br style=""box-sizing: border-box;""><br style=""box-sizing: border-box;"">Zero waste company<br style=""box-sizing: border-box;""><br style=""box-sizing: border-box;"">Packaging upcycled when possible<br style=""box-sizing: border-box;""><br style=""box-sizing: border-box;"">Everything is made with love &lt;3<br style=""box-sizing: border-box;""><br style=""box-sizing: border-box;"">***This product has not been approved by the FDA though the individual ingredients have. This is not intended to replace the advice of a physician nor is it intended to treat, cure or prevent any disease.</div><p><section class=""related-products"" style=""box-sizing: border-box; display: block; color: rgb(51, 51, 51); font-family: Electra, serif; font-size: 15px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: rgb(255, 255, 255); text-decoration-style: initial; text-decoration-color: initial;""></section><br class=""Apple-interchange-newline""></p>";White Smokey;Healthcare;Bug, bug spray, Flea, Flies, Fly, Mosquitoes, natural, natural bug spray, organic, organic bug spray, repellant, Tick;16.55
organic-bug-spray-bug-repellant-100880587;;;;;;
organic-elderberry-syrup-1694164547;Organic Elderberry Syrup;"<p>Cold &amp; Flu Relief.

Immune Support.

Allergy Relief.

Made with only certified organic ingredients.
</p><p>
Fresh | Pure | Organic

Freshly made in small batches! </p><p>Nothing added to extend shelf-life! This is as close as you can get to eating the fresh elderberries off the bush! </p><p>It doesn't even compare to the processed elderberry products sitting on store shelfs forever. </p><p>For boosting your immune system &amp; prevention, enjoy 1 tbs. every single dayÑthis is the best form of self-care! </p><p>If you feel the onset of cold/flu or your allergies are acting up, up the dose to 3-4 tbs. a day. </p><p>Elderberry is also a natural laxative (in case you need that)! </p><p>Only real, highest-quality, certified organic ingredients. </p><p>We use our superb medicinal honey in this syrup!</p><p>It doesn't get healthier than this. </p><p>Freshness alert! Refrigerate &amp; enjoy within 6 months.</p>";Sky Blue Coeus;Healthcare;baby, elderberry, elderberry syrup, immune boost, immune support, kids, organic elderberry syrup, supplements, vegan;41.78
organic-elderberry-syrup-1694164547;;;;;;28.58
organic-elderberry-syrup-1694164547;;;;;;
organic-elderberry-syrup-1694164547;;;;;;
organic-elderberry-syrup-1694164547;;;;;;
portable-electric-hot-wax-melting-machine-for-hair-removal-1094410811;Portable Electric Hot Wax Melting Machine for Hair Removal;"<p data-mce-fragment=""1""><b data-mce-fragment=""1"">Descriptions:</b></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">
<p data-mce-fragment=""1"">A wax hair remover machine is used for hair removal nursing, beauty care, and skin care.</p>
</li>
<li data-mce-fragment=""1"">
<p data-mce-fragment=""1"">Waxing melting uses durable heat-assisted material to prevent overheating more durable than many machines on the market. Capable of heating hard wax, canned wax, wax beads, Brazilian wax, and wax blocks. The wax warmer kit is body safe and can be used for the face, eyebrow, nose, lip, cheek, arms, armpit, chest, leg, hands, legs, bikini line, and private area.</p>
</li>
<li data-mce-fragment=""1"">
<p data-mce-fragment=""1"">This economical wax melter is the best gift in summer and can be given to family and friends to remove their unnecessary hair.</p>
</li>
</ul>
<p data-mce-fragment=""1""><b data-mce-fragment=""1"">Features:</b><strong data-mce-fragment=""1"">  </strong></p>
<p data-mce-fragment=""1"">    <b data-mce-fragment=""1"">[Easy Operation]</b></p>
<p data-mce-fragment=""1"">    Put the wax beads into the wax machine, and heat the wax to the flow state, using a spatula to stir the wax. Just heat the wax in the pot for 10 minutes and use the wooden applicator to apply.</p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">    </span>Wax hardens by itself and you simply pull it off smoothly, without applying strips on top, for total body depilatory needs.</p>
<p data-mce-fragment=""1"">    <strong data-mce-fragment=""1"">[Nursing Your Body Skin]</strong></p>
<p data-mce-fragment=""1"">    Used for hair removal nursing, beauty care, and skin care.</p>
<p data-mce-fragment=""1"">    <b data-mce-fragment=""1"">[Multipurpose]</b></p>
<p data-mce-fragment=""1"">    Fits any type of wax including wax beads, hard wax, soft wax, 14-ounce wax cans, loose wax, bricks bikini wax, microwavable wax, and hair wax. A DIY beauty lover also can wax at home. Also can be used by women and men.</p>
<p data-mce-fragment=""1"">    <strong data-mce-fragment=""1"">[Durable and Light]</strong></p>
<p data-mce-fragment=""1"">    With high quality and high-temperature materials, electric cable, and plug, This wax kit for hair removal is very durable and light. it is irreplaceable for any waxing needs.</p>
<p data-mce-fragment=""1""><b data-mce-fragment=""1"">    [Easy Operation]</b></p>
<p data-mce-fragment=""1"">    You just need a wax heater pot, and wooden chip sticks to apply the wax to the area you want to deal with.</p>
<p data-mce-fragment=""1""><br></p>
<p data-mce-fragment=""1""><b data-mce-fragment=""1""><span data-mce-fragment=""1"">Specifications:</span></b></p>
<p data-mce-fragment=""1"">    Color: Black/White</p>
<p data-mce-fragment=""1"">    Size: 19x18x13cm</p>
<p data-mce-fragment=""1"">    Instrument net weight: 620g</p>
<p data-mce-fragment=""1""><br></p>
<p data-mce-fragment=""1""><b data-mce-fragment=""1""><span data-mce-fragment=""1"">Package Includes:</span></b></p>
<p data-mce-fragment=""1"">   1*Wax machine </p>
<p data-mce-fragment=""1""><br data-mce-fragment=""1""></p>
<p data-mce-fragment=""1""><b data-mce-fragment=""1""><span data-mce-fragment=""1"">How To Use:</span></b></p>
<p data-mce-fragment=""1""><b data-mce-fragment=""1"">   </b>1. Choose any hard wax beans of the flavor you like the most to remove your body hair.</p>
<p data-mce-fragment=""1"">   2. Melt the appropriate amount of hard wax beans in a wax warmer.</p>
<p data-mce-fragment=""1"">   3. Melt hard wax at maximum temperature, then tum the heating down to medium and let it cool until it's the consistency of honey. Allow 30 seconds to harden. As soon as the wax isn't sticky to touch, pull the wax quickly in the opposite direction of hair growth.</p>
<p data-mce-fragment=""1""><br data-mce-fragment=""1""></p>
<p data-mce-fragment=""1""><b data-mce-fragment=""1"">Notes:</b></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">   </span>1. Before applying the skin, make sure that the wax is not too hot.</p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">   </span>2. After the wax has melted, do not heat it at a high temperature to avoid damage to the heater.</p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">   </span>3. Keep away from children.</p>
<p data-mce-fragment=""1""> </p>";Pink Iolaus;Haircare;economical wax melter, Electric Hot Wax Melting Machine, Hair Removal, wax hair remover machine, wax machine;32.97
portable-electric-hot-wax-melting-machine-for-hair-removal-1094410811;;;;;;32.97
portable-electric-hot-wax-melting-machine-for-hair-removal-1094410811;;;;;;
portable-electric-hot-wax-melting-machine-for-hair-removal-1094410811;;;;;;
portable-electric-hot-wax-melting-machine-for-hair-removal-1094410811;;;;;;
portable-electric-hot-wax-melting-machine-for-hair-removal-1094410811;;;;;;
portable-electric-hot-wax-melting-machine-for-hair-removal-1094410811;;;;;;
moon-phase-hair-clip-1252850091;Moon Phase Hair Clip Barrette;"<p style=""text-align: left;"">Your hair could use some stardust, beautiful! And what better way to do that than a familiar , in this case, faces! This hair clip featuring 5 phases of the moon ticks all of our boxes and is a lunar lovely! The perfect gift for teachers, astronomy lovers, stargazers, bridesmaids, new age fashionistas, and you. You deserve a treat!</p><h5 style=""text-align: left;"">Size &amp; Materials</h5><p style=""text-align: left;"">Measurements: 2.5"" long x .5"" wide (6.5cm x 1cm)<br>Images: 10mm each<br>Materials: Rhodium plated brass, glass</p><h5 style=""text-align: left;"">Care &amp; Info</h5><div>
<p style=""text-align: left;""><span>★ These are individually handcrafted and the particular piece you receive may vary slightly from what is pictured. These are also not 100% waterproof, so please avoid getting this wet.</span></p>
<p style=""text-align: left;""><span><span style=""text-align: left;"">★ Discounts apply if you wanted to order multiples for wedding parties and events - please message us beforehand to set up a custom order.</span></span></p>
<div style=""text-align: left;"">
<span>★ </span><span>A portion of the </span>proceeds from every galaxy line sale will go to the  to help fund space exploration and research.</div>
<div style=""text-align: left;"">
<br><span>★ Production time may vary. Please check our </span><span> before ordering. </span><span>And please be sure to review our </span><span> before purchasing.</span>
</div>
</div>";Purple Eunostus;Haircare;Hair Accessories, wholesale;18.80
moon-phase-hair-clip-1252850091;;;;;;
moon-phase-hair-clip-1252850091;;;;;;
moon-phase-hair-clip-1252850091;;;;;;
moon-phase-hair-clip-1252850091;;;;;;
finn-gunnar-nordic-masculinity-mustache-wax-30-ml-137902534;FINN & GUNNAR NORDIC MASCULINITY MUSTACHE WAX 30 ML;"<p><strong>MASCULINITY BEARD STYLING</strong><br>
Sustainable plant based beard styling products providing effective hold, control and flexibility to beard and moustache while taking care of the hair and skin in a natural and gentle manner.<br>

</p><p><strong>MOUSTACHE WAX</strong><br>
Norwegian homemade and handmade mustache wax is formulated exclusively on natural sustainable ingredients.  The natural waxes provide the required fixation and moulds your moustache into the style you want. Beeswax and shea butter give your personal style while Bilberries, olive, rosemary and sunflower will nourish the moustache. 100% of the ingredients are natural. Vegan. Handmade and homemade in Norway. <br>

</p><p>Bilberries (Vaccinium myrtillus) are rich in the antioxidant anthocyanin. Works as an effective moisturizer and exfoliant. Its natural astringent properties soothe an inflamed or irritated scalp. The antioxidants ensure that hair growth is stable and consistent.<br>
</p><p>Finn &amp; Gunnar Nordic Hair Care has their beehives on their property in the heart of Jessheim. From there, the bees collect honey in the local environment, and they thrive well. In addition to pollinating plants where people live, they collect wax that are found in Finn &amp; Gunnar Moustache Wax.<br>
</p><p>Shea Butter is well known for its great benefits for hair and skin due to its properties for moisturize and is rich in vitamins A, E , F and essential fatty acids. It helps with beard-druff, eczema and dermatitis. Helps agianst hair breakage, has anti-inflammatory qualities and also helps skin against heat and cold.<br>
</p><p>Sunflower is great for mustache because it helps to prevent breakage and hair loss and is particularly rich in Omega, fatty acids and vitamin A,B,C and E. </p><p>All great ingredients that keep the moustache moisturized and soft. <br>
Olive oil is rich in vitamin E and help moisturize dry skin underneath an mustache.<br>
Rosemary is a excellent disinfectant for the skin and moustache and is known for reverse premature graying as well as it is a healthy moisturizer.<br>
</p><p>Our ingredients are combined to promote beard growth, keep your mustache healthy and always at its best.<br>

</p><p>Comes with the fresh scent of the Norwegian wood from 100 % natural perfume of bilberry and woods.</p><p>Our products are tested on us, not on animals.<br>

</p><p>For best result, combine with our other Finn &amp; Gunnar Nordic Masculinity products.</p><p><span>Our product boxes are FSC certiﬁed and use eco-friendly paper made by
replacing parts of virgin tree pulp with residues of organic products such as
by-products from citrus fruits, grapes, cherries, corn, olives, coffee, kiwi
fruits, hazelnuts and almonds.</span></p><p><span>Labels with Ecological certification. We use
mineral paper produced without trees, without water, without chlorine, without
PVC and zero toxic gas emission. Bottles are made from PCR50% PET, re-using
plastic that already has been produced.</span></p>

<p><span>Always recycle
- We encourage all users of our
product to dispose for correct recycling.</span></p><p><span>Tough On The Outside, Soft On The Inside.<br>
Great hair care for men requires great skin care at the same time.</span></p><p><strong>Style Your Hair With Nordic Care</strong><br>
Based on our legacy from four generations of hair care professionals and with more than 100 years of accumulated experience, FINN &amp; GUNNAR a Nordic brand that is well rooted in the tradition of using organic ingredients that care for your hair effectively, gently and naturally. Our products are handmade in Norway, the recipes are of course free of toxic and harmful substances, but where we highlight the bioactive components found in herbs and plants throughout the Nordic region. By combining Nordic traditions in phytotherapy with modern science in hair care, we have developed an organic and ethical product portfolio that is adapted to the demanding needs for hair care women and men have in the Nordic countries. All our products contain clean water from Norwegian rivers and lakes. We want our customers and dealers to be sure that our products live up to strict requirements with sustainability and quality. The products are manufactured according to standards that ensure the interests of both humans and animals,<br>

</p><p><strong>Extracting The Best Of Nordic Sea And Soil</strong><br>
Nature in its purest and nurturing form. Inspired by hundreds of years of phytotherapeutic tradition, people in the Nordic countries have learned to harvest and extract the best from soil and sea, with the aim of caring for their loved ones and building a healthy society, as well as ensuring a sustainable ecosystem.</p>";Scarlet Chronos;Haircare;";ade in Norway, Handemade, Homemade, Moustache, Moustache Wax, Norway, Sustainable, wax";25.30
finn-gunnar-nordic-masculinity-mustache-wax-30-ml-137902534;;;;;;
finn-gunnar-nordic-masculinity-mustache-wax-30-ml-137902534;;;;;;
finn-gunnar-nordic-masculinity-mustache-wax-30-ml-137902534;;;;;;
